kecamatan,desa,nama_poktan
Nan,Desa Jeruk,Sido Luhur
Nan,Desa Kledung,Tunas Manunggal
Nan,Desa Ngunut,Sido Mulyo
Nan,Desa Tumpuk,Serba Tani
Nan,Desa Watupatok,Tani Rukun Satu
Nan,Desa Belah,Ngudi Makmur Ii
Nan,Desa Donorojo,Tani Rukun
Nan,Desa Klepu Donorojo,Sumber Rejo
Nan,Desa Candi,Nuju Makmur Xv
Nan,Desa Dersono,Sakti Xix
Nan,Desa Pringkuku,Wayah Makmur
Nan,Desa Klepu (Sudimoro),Tani Subur
Nan,Desa Sudimoro,Tani Mulyo
Nan,Desa Ploso (Tegalombo),Tani Mulya
Nan,Arjosari,Desa Temon
Nan,Kebonagung,Desa Sanggrahan
Nan,Ngadirojo,Desa Wonodadi Wetan
Nan,Pacitan,Desa Sambong
Nan,Tulakan,Desa Wonoanti
Nan,Desa Bandar,Sari Mulyo
Nan,Desa Bangunsari Bandar,Sumber Rejeki
Nan,Desa Jeruk,Sido Makmur
Nan,Desa Ngunut,Teratai
Nan,Desa Watupatok,Wargo Tani Ii
Nan,Desa Belah,Ngudi Rahayu
Nan,Desa Donorojo,Wana Boga
Nan,Desa Klepu Donorojo,Tani Maju
Nan,Desa Candi,Nuju Makmur Xvi
Nan,Desa Dersono,Sakti Xv
Nan,Desa Sudimoro,Tani Murni
Nan,Desa Ploso (Tegalombo),Tani Sejahtera
Nan,Arjosari,Desa Tremas
Nan,Kebonagung,Desa Sidomulyo (Kebonagung)
Nan,Ngadirojo,Desa Wonokarto
Nan,Pacitan,Desa Sedeng
Nan,Tulakan,Desa Wonosidi
Nan,Desa Bandar,Sari Mulyo I
Nan,Desa Bangunsari Bandar,Sumber Urip
Nan,Desa Jeruk,Sido Rukun
Nan,Desa Watupatok,Wargo Tani Satu
Nan,Desa Belah,Sido Maju I
Nan,Desa Klepu Donorojo,Tani Mulyo
Nan,Desa Candi,Nuju Makmur Xvi A
Nan,Desa Dersono,Sakti Xvi
Nan,Desa Sudimoro,Tunas Harapan
Nan,Kebonagung,Desa Wonogondo
Nan,Ngadirojo,Desa Wonosobo
Nan,Pacitan,Desa Semanten
Nan,Desa Bandar,Sido Maju
Nan,Desa Bangunsari Bandar,Tani Makmur
Nan,Desa Jeruk,Sumber Rejeki
Nan,Desa Belah,Sido Maju Ii
Nan,Desa Dersono,Sakti Xvii
Nan,Desa Sudimoro,Usaha Tani
Nan,Kebonagung,Desa Worawari
Nan,Pacitan,Kelurahan Sidoharjo
Nan,Desa Bandar,Sido Makmur
Nan,Desa Bangunsari Bandar,Tani Mulyo
Nan,Desa Jeruk,Tani Lestari
Nan,Desa Belah,Sido Makmur
Nan,Desa Dersono,Sakti Xviii
Nan,Pacitan,Desa Sirnoboyo
Nan,Desa Bandar,Sido Makmur 4
Nan,Desa Bangunsari Bandar,Unggul
Nan,Desa Jeruk,Tani Subur 01
Nan,Desa Belah,Wana Lestari
Nan,Pacitan,Desa Sukoharjo
Nan,Desa Bandar,Suroloyo
Nan,Desa Bangunsari Bandar,Widodo Mulyo
Nan,Desa Jeruk,Tani Subur 02
Nan,Pacitan,Desa Sumberharjo
Nan,Desa Bandar,Suroloyo I
Nan,Desa Jeruk,Tani Utomo
Nan,Pacitan,Desa Tambakrejo
Nan,Desa Jeruk,Wargo Rukun
Nan,Pacitan,Desa Tanjungsari
Nan,Pacitan,Desa Widoro (Pacitan)
Nan,Pacitan,Kelurahan Baleharjo
Nan,Pacitan,Kelurahan Pacitan
Nan,Pacitan,Kelurahan Ploso
Nan,Pacitan,Desa Arjowinangun
Nan,Pacitan,Desa Bangunsari
Nan,Pacitan,Desa Banjarsari
Nan,Pacitan,Desa Bolosingo
Nan,Pacitan,Desa Kayen
Nan,Pacitan,Desa Kembang
Nan,Pacitan,Desa Menadi
Nan,Pacitan,Desa Mentoro
Nan,Pacitan,Desa Nanggungan
Nan,Pacitan,Desa Widoro
